Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
Finland,5936,Kouvervaara,Metamorphite,Stratabound,≥300 - <1000,≥0.01 - <0.05
Finland,7182,Köyhäjoki,Metamorphite,Structurally-controlled,>0 - <25,≥0.01 - <0.05
Finland,1704,Kuusilampi,Black shale,Stratiform,≥10000 - <25000,>0 - <0.01
Finland,7183,Lakeakallio,Intrusive,Anatectic pegmatite-alaskite,≥25 - <300,≥0.10 - <0.20
Finland,7184,Martinmonttu,Paleo-quartz-pebble conglomerate,U-dominant,>0 - <25,≥0.10 - <0.20
Finland,7185,Matari,Surficial,Peat-bog,>0 - <25,≥0.01 - <0.05
Finland,1875,Mustamaa,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.01 - <0.05
Finland,203,Nuottijarvi,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.05 - <0.10
Finland,5304,Onkimaa,Granite-related,Endogranitic,≥25 - <300,≥0.01 - <0.05
Finland,204,Pahtavuoma-U,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
Finland,7186,Palkiskuru,Metasomatite,Na-metasomatite,>0 - <25,≥0.05 - <0.10
Finland,205,Palmottu,Intrusive,Anatectic pegmatite-alaskite,≥1000 - <2500,≥0.10 - <0.20
Finland,5937,Paukkajanjarvi,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
Finland,206,Paukkajanvaara,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
Finland,7187,Ristimonttu,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Finland,7188,Riutta,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
Finland,7189,Rompas,Metamorphite,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Finland,7190,Rumavuoma,Metamorphite,Structurally-controlled,>0 - <25,≥0.10 - <0.20
Finland,5305,Ruunaniemi,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
Finland,7191,Savijärvi,Metamorphite,Marble-hosted,>0 - <25,≥0.01 - <0.05
Finland,5938,Sikovaara,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
Finland,7192,Sivakkaharju,Metasomatite,Na-metasomatite,≥300 - <1000,≥0.01 - <0.05
Finland,207,Sokli,Intrusive,Plutonic,≥2500 - <5000,≥0.01 - <0.05
Finland,1876,Temo,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.01 - <0.05
Finland,7193,Toso,Metamorphite,Marble-hosted,≥300 - <1000,≥0.01 - <0.05
Finland,7194,Unimonttu,Paleo-quartz-pebble conglomerate,U-dominant,>0 - <25,≥0.05 - <0.10
Finland,209,Vihanti U,Metamorphite,Structurally-controlled,≥300 - <1000,≥0.01 - <0.05
France,1877,Ainesse (L'),Sandstone,Basal Channel,≥300 - <1000,≥0.05 - <0.10
France,3003,Anjougerie (L'),Granite-related,Perigranitic,≥25 - <300,≥0.05 - <0.10
France,7195,Ardillons (Les),Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,1261,Augères,Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,7196,Aurimière,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,3004,Bachellerie,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,3005,Baconniere (La),Granite-related,Perigranitic,≥300 - <1000,≥0.05 - <0.10
France,3006,Balai (Le),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4452,Bancherelle,Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
France,7197,Bares,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,3007,Barrière (La),Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,3008,Basse Boissière,Granite-related,Perigranitic,≥25 - <300,≥0.10 - <0.20
France,3009,Basseneuille,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4464,Batou (Le),Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,3010,Bauzot,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,3011,Bel Air,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,7198,Bellemiche,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,210,Bellezane,Granite-related,Endogranitic,≥2500 - <5000,≥0.20 - <0.50
France,221,Bernardan (Le),Granite-related,Endogranitic,≥5000 - <10000,≥0.50 - <1.00
France,211,Bertholene,Metamorphite,Structurally-controlled,≥1000 - <2500,≥0.10 - <0.20
France,4473,Besse ,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,3012,Besse (La),Granite-related,Endogranitic,≥1000 - <2500,≥0.20 - <0.50
France,3013,Betoulle (La),Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,3014,Bigay-Gourniaud,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,4481,Blanchetière (La),Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
France,3015,BN 2,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4486,Boilets (Les),Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
France,3016,Bois Corbeau,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,3017,Bois de Nialin,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,7199,Bois de Travers,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
France,4003,Bois des Fayes,Metamorphite,Structurally-controlled,≥25 - <300,≥0.50 - <1.00
France,4004,Bois des Gardes,Metamorphite,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
France,225,Bois Noirs  (Les),Granite-related,Endogranitic,≥5000 - <10000,≥0.20 - <0.50
France,4013,Bois Porcher,Granite-related,Endogranitic,≥300 - <1000,≥0.01 - <0.05
France,7201,Bombes (Les),Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,969,Bondons (Les),Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
France,4014,Bonifond,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4015,Bonniere (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4016,Bonote-Noguello,Granite-related,Endogranitic,≥300 - <1000,≥0.50 - <1.00
France,4017,Borderie,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4018,Boucheron (Le),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7202,Bourg (Le),Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4019,Braudière,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,4020,Brejade (La),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,7203,Broaille,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,4021,Brosses (Les),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4022,Brousse (La),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,7204,Bru,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,226,Brugeaud (Le),Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
France,7205,Bruyére,Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
France,4515,Cabanel,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4032,Calerden,Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,7206,Cambon,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,7207,Campagne,Sandstone,Tectonic-lithologic,≥25 - <300,≥0.10 - <0.20
France,4033,Capitoul-Ouest Lergue,Sandstone,Tectonic-lithologic,≥25 - <300,≥0.20 - <0.50
France,4525,Carros Combout,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4034,Cartelet (Le),Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4527,Cassine (La),Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,7208,Ceilhes,Sandstone,Tectonic-lithologic,≥25 - <300,≥0.10 - <0.20
France,222,Cellier (Le) ,Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
France,7209,Chameane,Metamorphite,Structurally-controlled,>0 - <25,≥0.20 - <0.50
France,4035,Champigny,Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4036,Champour,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4037,Champsanglard,Granite-related,Endogranitic,≥25 - <300,≥0.50 - <1.00
France,4038,Chanteloube,Granite-related,Endogranitic,≥300 - <1000,≥0.05 - <0.10
France,7210,Chantoiseau,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,219,Chapelle-Largeau (La)-Bel Air,Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,4538,Charbonnier (Le),Volcanic-related,Structurally-controlled,≥25 - <300,≥0.05 - <0.10
France,7211,Charbonnière (La),Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,223,Chardon (Le),Granite-related,Endogranitic,≥2500 - <5000,≥0.10 - <0.20
France,4039,Chardonnière (La),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4539,Charlerie (La),Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,4040,Charpin (Les),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
France,4041,Chassenay,Sandstone,Tabular,>0 - <25,≥0.50 - <1.00
France,4540,Chataignier (Le),Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,4042,Château Vert,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
France,4043,Chatenet Maussan,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4044,Chaumaillat,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,4045,Chaumottes (Les),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4544,Chez Nicot,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4554,Clare (La),Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4046,Coispéan,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4047,Commaillière (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,220,Commanderie (La),Granite-related,Endogranitic,≥2500 - <5000,≥0.10 - <0.20
France,4048,Congrière (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7853,Coquets (Les),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
France,4049,Cormier (Le),Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4050,Cornuère (La),Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
France,4056,Cote Moreau,Granite-related,Endogranitic,≥25 - <300,≥1.00 - <5.00
France,4051,Cottereau (Le),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4052,Coudre (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7212,Coup de Brisque,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,4053,Couraillere (La),Granite-related,Perigranitic,≥25 - <300,≥0.05 - <0.10
France,4055,Courmont,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4566,Coursière,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4057,Coussat-Monteil,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,213,Coutras,Sandstone,Tabular,≥10000 - <25000,≥0.10 - <0.20
France,7213,Creulière (La),Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,4569,Crottets (Les),Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
France,4058,Crozant,Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,7214,Cueille (La),Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,7215,Cueille (La) Château,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,4571,Cueilliére (La),Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,7216,Darnetz,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,7217,Dauges (Les),Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,4061,Daumart,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4586,Deves (Le),Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,7218,Dimengeal,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4062,Dognon,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,4063,Dorgissière (La),Granite-related,Perigranitic,≥25 - <300,≥0.10 - <0.20
France,4602,Dragon,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4064,Driots (Les),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,939,Ecarpiere (L'),Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
France,7219,Ecléne,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
France,4066,Edrillière (L'),Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,7220,Ementruére,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,7221,Entraygues,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
France,4067,Etang De Reliez,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,7222,Fabréguettes,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
France,4068,Failles Centrales,Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.10 - <0.20
France,4070,Failles Sud,Sandstone,Tectonic-lithologic,≥1000 - <2500,≥0.20 - <0.50
France,4071,Falguières,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4072,Fanay ,Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,4065,Fanay B,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7223,Faux la Montagne,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4073,Faye (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4074,Fe5 NW,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4075,Fournioux (Le),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,224,Fraisse (Le),Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
France,4650,Fremont,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
France,7224,Freyssanges,Granite-related,Endogranitic,≥25 - <300,≥0.01 - <0.05
France,7225,Fromont,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4076,Gadaillères,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,7226,Gagnol,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,4656,Galhaut,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4657,Garenne (La),Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,7227,Gaulins (Les),Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4077,Gitmus,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
France,4079,Godardière,Granite-related,Perigranitic,≥25 - <300,≥0.01 - <0.05
France,4080,Gorces (Les),Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,7228,Goriandière,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,4081,Gouillet,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4669,Gouttes (Les),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4082,Grammont,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7229,Grand Billoux (Le),Granite-related,Endogranitic,>0 - <25,≥0.01 - <0.05
France,4083,Grand Champs (Les),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
France,7230,Grande Renaudière,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,4084,Grande Saulaie,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4085,Grande Vionnière,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4087,Grandry,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4672,Grands Fats (Les),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4673,Granges Du Colonel,Sandstone,Tabular,≥300 - <1000,≥0.01 - <0.05
France,4088,Grézieux Le Fromental,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
France,7231,Haut Mora,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4687,Hautegente,Granite-related,Endogranitic,≥1000 - <2500,≥0.10 - <0.20
France,7232,Hemies (Les),Sandstone,Tectonic-lithologic,≥25 - <300,≥0.10 - <0.20
France,4090,Henriette,Granite-related,Endogranitic,≥25 - <300,≥1.00 - <5.00
France,4091,Hinguer (Le),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,7233,Hourtoule,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4092,Huis-Jacques (L'),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,217,Hyverneresse,Granite-related,Endogranitic,≥300 - <1000,≥0.20 - <0.50
France,4093,Jacquet,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4094,Jacquots (Les),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4095,Jaladis Bas,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4097,Jalerys (Les),Granite-related,Endogranitic,≥300 - <1000,≥0.20 - <0.50
France,7234,Jassoux,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4098,Justice (La),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
France,4100,Ker Crédin,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4752,Kergonec,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4101,Kerhuennec,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4753,Kerjean,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4103,Kerler,Granite-related,Endogranitic,≥25 - <300,≥0.50 - <1.00
France,4105,Keroland,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4104,Kerroc'h,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4754,Kersegalec,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4755,Kervin,Granite-related,Perigranitic,>0 - <25,≥0.05 - <0.10
France,4106,Kervrec'h-Prat Meno,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4102,Keryacunff,Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4812,La Moine,Granite-related,Perigranitic,≥25 - <300,≥0.05 - <0.10
France,4107,Labory,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4108,Lafat-Vieille,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,7235,Lande-Ragonneau,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4109,Ligonzac,Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,227,Loges (Les),Granite-related,Endogranitic,≥300 - <1000,≥0.20 - <0.50
France,4110,Lombarteix,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,212,Lombre,Sandstone,Basal Channel,≥1000 - <2500,≥0.05 - <0.10
France,4111,Longy (Le),Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,7236,Luc (Le),Volcanic-related,Volcano-sedimentary,≥300 - <1000,≥0.05 - <0.10
France,4849,Lussagues,Sandstone,Tectonic-lithologic,>0 - <25,≥0.20 - <0.50
France,4858,Magnet,Sandstone,Tabular,>0 - <25,≥0.01 - <0.05
France,4861,Maillerie (La),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
France,4862,Main Morte,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4112,Maison Neuve,Metamorphite,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
France,961,Mares (Les),Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.20 - <0.50
France,4872,Margabal,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,232,Margnac-Peny,Granite-related,Endogranitic,≥5000 - <10000,≥0.10 - <0.20
France,7237,Marvajols,Metamorphite,Structurally-controlled,>0 - <25,≥0.05 - <0.10
France,1263,Mas d'Alary,Sandstone,Tectonic-lithologic,≥1000 - <2500,≥0.20 - <0.50
France,231,Mas Lavayre,Sandstone,Tectonic-lithologic,≥10000 - <25000,≥0.20 - <0.50
France,4115,Mas Roussines,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4113,Masgrimauds (Les),Granite-related,Endogranitic,≥300 - <1000,≥0.10 - <0.20
France,4116,Massauvat,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4884,Mazille,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4195,Métairie Neuve,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,7238,Mias (Les),Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,7855,Minières (les),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
France,7239,Moine (La),Granite-related,Perigranitic,≥25 - <300,≥0.05 - <0.10
France,4906,Molinier,Sandstone,Tectonic-lithologic,≥300 - <1000,≥0.10 - <0.20
France,4909,Mont Mias (Le),Granite-related,Endogranitic,>0 - <25,≥0.50 - <1.00
France,4117,Montagaud (Le),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4910,Montalbert,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,7240,Monteil,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,4118,Montgillard,Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4119,Montmassacrot,Granite-related,Endogranitic,≥25 - <300,≥0.05 - <0.10
France,233,Montulat,Granite-related,Endogranitic,≥1000 - <2500,≥0.05 - <0.10
France,4912,Mortière (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4120,Mortiers (Les),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4121,Mortmartin,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,4122,Mothe (La),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,4123,Motte (La),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
France,4124,Moulin De Brodimon,Granite-related,Endogranitic,>0 - <25,≥0.20 - <0.50
France,4914,Moulin De La Charité,Sandstone,Tectonic-lithologic,≥25 - <300,≥0.10 - <0.20
France,4125,Oiselinière (L'),Granite-related,Endogranitic,≥25 - <300,≥0.10 - <0.20
France,7241,Ouche d'Yau,Granite-related,Endogranitic,>0 - <25,≥0.05 - <0.10
France,4126,Oudots (Les),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,4967,Outeloup,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,7242,Pagerie (La),Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
France,4127,Pageries (Les),Granite-related,Endogranitic,≥25 - <300,≥0.20 - <0.50
France,7243,Paret,Granite-related,Endogranitic,>0 - <25,≥0.10 - <0.20
France,234,Pen Ar Ran,Granite-related,Perigranitic,≥300 - <1000,≥0.50 - <1.00
