Country,Deposit ID,Deposit Name,Deposit Type,Deposit Subtype,Resource Range,Grade Range (Teor)
United States of America,930,Peach,Sandstone,Rollfront,≥10000 - <25000,≥0.10 - <0.20
United States of America,6369,Peach (Gateway),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6370,Peanut Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6371,Pearl,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,1536,Peg,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,7678,Peg Leg 2,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6372,Peggy,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7014,Penigal,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7679,Penju Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6373,Perc Group,Carbonate,Paleokarst,>0 - <25,≥0.20 - <0.50
United States of America,4981,Perkins Ranch,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
United States of America,6857,Pete 17,Sandstone,Rollfront,>0 - <25,≥0.50 - <1.00
United States of America,7015,Pete Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6374,Pete Group (Montezuma Canyon),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,766,Peterson Ranch,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,6375,Petrified Tree Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6376,Pfeil - Weigang,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,6377,Phil,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6378,Phillips Mine Unit No. 2,Sandstone,Rollfront,≥5000 - <10000,≥0.10 - <0.20
United States of America,6379,Phillips Mine Unit No. 3,Sandstone,Rollfront,≥2500 - <5000,≥0.10 - <0.20
United States of America,6380,Phonograph,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1725,Phosphoria Formation,Phosphate,Minerochemical phosphorite,≥1000000,>0 - <0.01
United States of America,6381,Picket Corral Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6382,Pickpocket Group,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,1578,Picnic Tree,Volcanic-related,Volcano-sedimentary,≥1000 - <2500,≥0.01 - <0.05
United States of America,7016,Pictograph,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,4991,Piedras Pintas,Sandstone,Rollfront,>0 - <25,≥0.01 - <0.05
United States of America,768,Piedre Lumbre,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
United States of America,769,Pigeon,Collapse breccia pipe,,≥1000 - <2500,≥0.50 - <1.00
United States of America,918,Pine Tree,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,770,Pinenut Mine,Collapse breccia pipe,,≥300 - <1000,≥0.20 - <0.50
United States of America,7017,Pinto,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6383,Pit 1 Sec 3 (Pumpkin Buttes),Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,7680,Pit 119,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6384,Pit Group (Gas Hills),Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,771,Pitch Mine,Metamorphite,Structurally-controlled,≥2500 - <5000,≥0.20 - <0.50
United States of America,6385,Pitchfork Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6386,Pits 2 & 3 (Pumpkin Buttes),Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6387,Pix Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,7858,Plant City,Phosphate,Minerochemical phosphorite,≥2500 - <5000,>0 - <0.01
United States of America,7681,Plot 1 + 2,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,7682,Plot 10,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7683,Plot 2 Rattlesnake,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7784,Plot 3 East Reservation,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,6388,Plot 7 Oak Springs,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6389,Pluto Saturn,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6390,Point Empire,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6391,Poison Basin (Baggs),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6392,Poison Basin (Maybell),Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,772,Poison Canyon,Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,7019,Poison Creek,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6393,Polar Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6858,Polar King,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6394,Polar Mesa,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6395,Polar Star,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6396,Pond,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,7020,Pond + Shubert,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7684,Pope 1,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,6859,Porter Creek,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,6398,Posey Group,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6399,Potts Fraction,Volcanic-related,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United States of America,6400,Prayer Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7685,Prince Albert,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7686,Princess,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6401,Probe,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,7687,Producer,Volcanic-related,Stratabound,>0 - <25,≥0.10 - <0.20
United States of America,6402,Production (Uravan),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7021,Profit Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7022,Prospect Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6403,Prospector Group,Volcanic-related,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
United States of America,6860,Prospectors Fortune,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6404,Protector,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7688,Pygmy,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7023,Quarrell,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6405,Queen of the Hill,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7689,R A L 1,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6861,Racetrack,Volcanic-related,Structurally-controlled,>0 - <25,≥0.20 - <0.50
United States of America,6406,Radium Cycle,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6407,Radium Group,Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,6408,Radium Hill Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,1968,Radium King,Sandstone,Basal Channel,≥300 - <1000,≥0.20 - <0.50
United States of America,7024,Radium Queen,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6409,Radon Group,Sandstone,Tabular,≥2500 - <5000,≥0.50 - <1.00
United States of America,6410,Rae Marie Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7690,Rainbow (Gateway),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7691,Rainbow (Slick Rock),Sandstone,Tabular,>0 - <25,≥0.50 - <1.00
United States of America,6411,Rainy Day (Bull Canyon),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6412,Rainy Day (Circle Cliffs),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6413,Rajah (Mesa County),Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6414,Rajah (Paradox),Sandstone,,>0 - <25,≥0.10 - <0.20
United States of America,6415,RAM,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,1751,Ram Claims,Sandstone,Tabular,≥2500 - <5000,≥0.05 - <0.10
United States of America,6862,Rambler (Gypsum Valley),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6416,Rambler (Uravan),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6417,Ramco Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6419,Rattlesnake (Lisbon),Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,6420,Rattlesnake (Paradox),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6421,Rattlesnake (Shiprock),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6422,Rattlesnake (Uravan),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7025,Rattlesnake 9,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6423,Raven,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6424,Raven (Gypsum Valley),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7692,Raven Group (Gateway),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6863,Ravine,Sandstone,Rollfront,>0 - <25,≥0.05 - <0.10
United States of America,1926,Reb,Sandstone,Rollfront,≥1000 - <2500,≥0.05 - <0.10
United States of America,6425,Rebel Lse 6028,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6426,Red 2,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6427,Red Ball Group,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,1752,Red Basin Mine,Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,6428,Red Bird Group (Paradox),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6864,Red Bluff (Sierra Ancha),Sandstone,Tectonic-lithologic,>0 - <25,≥0.10 - <0.20
United States of America,6429,Red Bluff Group (Ambrosia),Carbonate,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
United States of America,6430,Red Bone Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6431,Red Canyon Group,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,7693,Red Devil Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6432,Red Horse,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6865,Red Horse 3,Sandstone,Rollfront,>0 - <25,≥0.20 - <0.50
United States of America,7694,Red Lizzard,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,1537,Red Rim,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,6866,Red Rock (Paradox),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6433,Red Rock Group (Cottonwood Wash),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6434,Red Rock Group (Slick Rock),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7695,Red Rock Group (White Canyon),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6435,Red Sox Group,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6436,Red Vanadium Group,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,7696,Reid 1,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6438,Relf 1,Lignite-coal,,>0 - <25,≥0.05 - <0.10
United States of America,6439,Renegade Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7697,Reno Creek,Sandstone,Rollfront,≥2500 - <5000,≥0.05 - <0.10
United States of America,6440,Reprise,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6441,Republican,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6442,Rex  (San Raphael),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6443,Rex (Gas Hills),Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6444,Rex (White Canyon),Sandstone,Basal Channel,≥1000 - <2500,≥0.10 - <0.20
United States of America,6445,Rex Group (Uravan),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,932,Reynolds Ranch,Sandstone,Rollfront,≥5000 - <10000,≥0.05 - <0.10
United States of America,6867,RF + R,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,776,Rhode Ranch  Mine,Sandstone,Rollfront,≥2500 - <5000,≥0.20 - <0.50
United States of America,6446,Rialto Mine,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6447,Richardson,Sandstone,Tabular,≥1000 - <2500,≥0.20 - <0.50
United States of America,6448,Ridge 1,Sandstone,Rollfront,>0 - <25,≥0.05 - <0.10
United States of America,7786,Ridge 1,Sandstone,Rollfront,>0 - <25,≥0.05 - <0.10
United States of America,6449,Ridge Runner,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6450,Rifle Mine,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
United States of America,6451,Rigel,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6452,Riley Group,Lignite-coal,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,6453,Rim Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6454,Rimrock (Ambrosia),Carbonate,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,6455,Rimrock (Gateway),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,7698,Rimrock (Marysvale),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7699,Rimrock (Paradox),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6456,Rimrock + Rimrock Blues,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6457,Ringtail,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,777,Rio Puerco,Sandstone,Tabular,≥2500 - <5000,≥0.05 - <0.10
United States of America,7026,Ripsnorter Group,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,6458,Riverside,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7700,Riverview (Cameron),Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6868,Road Hog,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7701,Roanoke Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6459,Rob Group,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,1582,Roca Honda ,Sandstone,Tabular,≥10000 - <25000,≥0.20 - <0.50
United States of America,6460,Rock Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1788,Rock Hill,Sandstone,Tabular,≥300 - <1000,≥0.05 - <0.10
United States of America,6461,Rock Raven,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5061,Rogers-Cadena,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
United States of America,6462,Ronnie Group,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,7027,Rosebud,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,5064,Rosenbrock,Sandstone,Rollfront,≥1000 - <2500,≥0.05 - <0.10
United States of America,780,Rosita,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,1579,Ross,Sandstone,Rollfront,≥2500 - <5000,≥0.01 - <0.05
United States of America,4261,Round Top,Intrusive,Plutonic,≥25000 - <50000,>0 - <0.01
United States of America,6463,Rowena,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6464,Rox Group,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6869,Roy Lee,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6465,Royal Flush,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,781,Ruby,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,782,Ruby Ranch,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
United States of America,7702,Rundberg,Granite-related,Perigranitic,>0 - <25,≥0.10 - <0.20
United States of America,783,Ruth,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,7703,Ruth 1 + 4,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6870,Ryan Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5080,Ryan Pit,Sandstone,Rollfront,>0 - <25,≥0.05 - <0.10
United States of America,6467,Rye Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6468,S B Group,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6469,S M 68 Tract II,Sandstone,Basal Channel,≥25 - <300,≥0.20 - <0.50
United States of America,6470,S R Fraction,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7028,Saddle & Saddle Scenic,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,6471,Sage,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6472,Sage 11,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6473,Sage Buella,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,784,Sage Mine,Collapse breccia pipe,,≥1000 - <2500,≥0.50 - <1.00
United States of America,6474,Sagebrush,Sandstone,Rollfront,≥1000 - <2500,≥0.10 - <0.20
United States of America,1538,Sahara Mine,Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,1660,Salvo,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6475,Sam,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,786,San Antonio Valley,Sandstone,Tabular,≥1000 - <2500,≥0.05 - <0.10
United States of America,5088,San Carlos,Sandstone,Rollfront,>0 - <25,≥0.01 - <0.05
United States of America,6871,San Juan,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6476,San Juan Shaft,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,1539,San Mateo Mine,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6477,San Miguel,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,7030,San Rafael,Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,787,Sand Creek,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6478,Sand Rock,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,1540,Sandstone Mine,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6479,Sandy (Uravan),Sandstone,Tabular,≥25 - <300,≥0.20 - <0.50
United States of America,6480,Sandy Group (White Canyon),Sandstone,Basal Channel,≥25 - <300,≥0.10 - <0.20
United States of America,7031,Sanostee Mine,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,5095,Santonino,Sandstone,Rollfront,≥25 - <300,≥0.01 - <0.05
United States of America,7704,Saucer Basin Group,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,4262,Savageton,Sandstone,Rollfront,≥300 - <1000,≥0.05 - <0.10
United States of America,6872,Sawyer Ranch,Sandstone,Rollfront,≥300 - <1000,≥0.01 - <0.05
United States of America,7705,Scenic Group,Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7032,Sch Sec 16 (Montezuma Canyon),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6483,Sch Sec 2 Chinle,Sandstone,Tabular,≥25 - <300,≥0.05 - <0.10
United States of America,6484,Sch Sec 32 (Cane Creek),Sandstone,Basal Channel,>0 - <25,≥0.20 - <0.50
United States of America,6485,Sch Sec 36 (Henry Mtns),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6486,Sch Sec 36 (Monument Valley),Sandstone,Basal Channel,≥25 - <300,≥0.20 - <0.50
United States of America,7033,School Marm,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6482,School Section 16 (Copper Mountain),Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,7706,School Section 2 (IRSM),Sandstone,Basal Channel,>0 - <25,≥0.10 - <0.20
United States of America,7707,School Section 2 (Thompsons),Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,7708,School Section 32 (Thompsons),Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,789,Schwartzwalder Mine,Metamorphite,Structurally-controlled,≥10000 - <25000,≥0.20 - <0.50
United States of America,6489,Scott 7 + 9,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6490,Searcy Pawelek,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,6873,Sec 18-12-3,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,6874,Sec 2 T23S R21E,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6875,Sec 36 14N 10W,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6876,Sec 36 31S 24E,Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,6877,Sec 4 12N 9W,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United States of America,6878,Sec 5 Uranco,Lignite-coal,Stratiform,>0 - <25,≥0.01 - <0.05
United States of America,6879,Sec. 2-28S-22E,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1541,Section 1 13N-9W ,Sandstone,Tabular,≥2500 - <5000,≥0.20 - <0.50
United States of America,6491,Section 10,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6492,Section 10 14N-10W,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6493,Section 11 14N-10W SEQ,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6494,Section 12 14N-10W,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6495,Section 13 13N-11W,Carbonate,Structurally-controlled,>0 - <25,≥0.05 - <0.10
United States of America,6496,Section 13 14-10,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,1475,Section 15 14N-10W ,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6498,Section 16 28-92,Sandstone,Tabular,≥1000 - <2500,≥0.20 - <0.50
United States of America,6499,Section 16 33N 89W,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6500,Section 16 37 73 NE4,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,7709,Section 17 13 9,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,1476,Section 17 14N-9W,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6501,Section 18 13N-9W,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6502,Section 18 14N 9W,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,6503,Section 18 SWQ 13N 10W,Carbonate,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
United States of America,1477,Section 18+20 14N-9W,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6504,Section 19 13-10 NWQW,Carbonate,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
United States of America,7710,Section 19 14N 9W,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6505,Section 2 + 31 Redd,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,7034,Section 2 137 100 SWQ,Lignite-coal,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United States of America,6507,Section 20 14N-9W,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,1478,Section 20 15N-13W ,Sandstone,Tabular,≥300 - <1000,≥0.20 - <0.50
United States of America,7711,Section 20 34N 73W,Sandstone,Rollfront,>0 - <25,≥0.05 - <0.10
United States of America,6508,Section 21 13 9 Doris,Collapse breccia pipe,,≥25 - <300,≥0.10 - <0.20
United States of America,7712,Section 21 NEQ NEQ,Sandstone,Tabular,>0 - <25,≥0.10 - <0.20
United States of America,1479,Section 22 14N-10W ,Sandstone,Tabular,≥2500 - <5000,≥0.10 - <0.20
United States of America,6509,Section 23 13N 10W,Carbonate,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,1480,Section 23 14N-10W,Sandstone,Tabular,≥2500 - <5000,≥0.10 - <0.20
United States of America,7035,"Section 24 + 25, 11N-5W",Sandstone,Tabular,>0 - <25,≥0.05 - <0.10
United States of America,6510,Section 24 13N 11W,Carbonate,Structurally-controlled,≥25 - <300,≥0.10 - <0.20
United States of America,1483,Section 24-26 14N-10W,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6511,Section 25 13-10 SEQ,Carbonate,Structurally-controlled,≥300 - <1000,≥0.10 - <0.20
United States of America,1482,Section 25 14N-10W,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6513,"Section 26 14N-9W, S2",Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,6514,Section 26 NEQ,Carbonate,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,1484,Section 27 14N-9W,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6515,Section 27 15N-13W,Sandstone,Rollfront,≥25 - <300,≥0.10 - <0.20
United States of America,6516,Section 28,Sandstone,Rollfront,>0 - <25,≥0.10 - <0.20
United States of America,6517,Section 28 14N 9W,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,7713,Section 28 Becenti,Sandstone,Tabular,>0 - <25,≥0.20 - <0.50
United States of America,6518,Section 29 13N-9W,Carbonate,Structurally-controlled,≥300 - <1000,≥0.20 - <0.50
United States of America,1486,Section 29 14N-9W ,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
United States of America,6519,Section 3 37N-73W,Sandstone,Rollfront,≥25 - <300,≥0.05 - <0.10
United States of America,6520,Section 3 NH NEO T 2,Sandstone,Tabular,≥25 - <300,≥0.10 - <0.20
United States of America,1485,Section 30 14N-9W,Sandstone,Tabular,≥5000 - <10000,≥0.20 - <0.50
United States of America,6522,Section 30 WH SWQ,Carbonate,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,6523,Section 31 14 9W NWQW,Carbonate,Structurally-controlled,≥25 - <300,≥0.20 - <0.50
United States of America,6524,Section 31 14N-9W,Sandstone,Tabular,≥300 - <1000,≥0.10 - <0.20
United States of America,6525,Section 32 13N 9W,Carbonate,Structurally-controlled,>0 - <25,≥0.10 - <0.20
United States of America,1488,Section 32 14N-8W,Sandstone,Rollfront,≥1000 - <2500,≥0.20 - <0.50
United States of America,6526,Section 32 14N-9W,Sandstone,Tabular,≥1000 - <2500,≥0.10 - <0.20
